,trialsIdx,conditions,rOri,lOri,xvals,respLoc,accuracy,targetLoc,RT,factor2
858,28,1,-1.0,-1.0,0.85,1,1,1,0.415815353,1
861,31,-1,-1.0,1.0,0.85,1,1,1,0.557466745,1
862,32,1,-1.0,1.0,0.058382673,1,1,1,0.510345697,1
864,34,0,-1.0,1.0,0.058382673,1,1,1,0.419842243,1
865,35,1,1.0,-1.0,0.058382673,1,0,1,0.69244194,1
867,37,1,1.0,1.0,0.291182282,1,1,2,0.67843914,1
869,39,-1,1.0,1.0,0.02,1,0,1,0.519084454,1
870,40,-1,-1.0,-1.0,0.02,1,1,1,0.635593653,1
871,41,0,1.0,1.0,0.034170945,1,1,2,0.56159091,1
872,42,1,1.0,-1.0,0.099749555,1,0,1,0.381654024,1
873,43,0,1.0,-1.0,0.291182282,1,1,2,0.524534225,1
875,45,1,-1.0,-1.0,0.099749555,1,1,1,0.371693373,1
876,46,0,1.0,1.0,0.099749555,1,0,1,0.466715097,1
878,48,1,1.0,1.0,0.497498683,1,0,1,0.597020149,1
884,54,1,-1.0,-1.0,0.099749555,1,1,1,0.373852015,1
885,55,1,-1.0,-1.0,0.497498683,1,0,2,0.607928514,1
886,56,1,1.0,1.0,0.170426826,1,1,2,0.376880884,1
888,58,1,1.0,1.0,0.85,1,0,1,1.17587328,1
889,59,1,1.0,1.0,0.034170945,1,1,2,0.465074301,1
890,60,1,1.0,-1.0,0.02,1,1,2,0.570713043,1
891,61,1,-1.0,-1.0,0.170426826,1,1,1,0.293993235,1
892,62,-1,-1.0,1.0,0.02,1,0,2,0.497069836,1
895,65,-1,1.0,1.0,0.85,1,1,2,0.931018353,1
896,66,1,-1.0,1.0,0.291182282,1,0,2,0.560271978,1
897,67,1,1.0,1.0,0.170426826,1,0,1,0.449777126,1
898,68,0,-1.0,-1.0,0.85,1,1,1,0.517379999,1
899,69,-1,1.0,-1.0,0.058382673,1,0,1,0.665655136,1
900,70,-1,1.0,1.0,0.099749555,1,0,1,0.703118086,1
901,71,1,-1.0,-1.0,0.02,1,0,2,0.675299644,1
902,72,1,-1.0,1.0,0.099749555,1,1,1,0.662297249,1
904,74,0,1.0,-1.0,0.099749555,1,1,2,1.249955177,1
908,78,1,-1.0,1.0,0.291182282,1,1,1,0.34716773,1
909,79,1,-1.0,-1.0,0.02,1,1,1,0.456820965,1
910,80,1,1.0,-1.0,0.099749555,1,1,2,0.47298789,1
911,81,1,-1.0,-1.0,0.291182282,1,1,1,0.328854799,1
914,84,-1,-1.0,-1.0,0.85,1,1,1,0.542973518,1
917,87,1,-1.0,1.0,0.497498683,1,1,1,0.405710936,1
918,88,1,1.0,1.0,0.099749555,1,0,1,0.583395243,1
919,89,1,1.0,-1.0,0.02,1,1,2,0.420161963,1
922,92,1,-1.0,1.0,0.497498683,1,1,1,0.354720831,1
923,93,-1,1.0,-1.0,0.170426826,1,1,2,0.641077042,1
924,94,-1,1.0,1.0,0.02,1,1,2,0.420333147,1
926,96,0,1.0,-1.0,0.02,1,1,2,0.508039236,1
929,99,0,1.0,-1.0,0.170426826,1,0,1,0.834343195,1
932,101,1,1.0,-1.0,0.099749555,1,1,2,0.291118622,1
936,105,1,-1.0,-1.0,0.291182282,1,1,1,0.357930183,1
938,107,1,1.0,-1.0,0.058382673,1,1,2,0.334231615,1
939,108,1,1.0,1.0,0.291182282,1,0,1,0.55163002,1
945,114,1,1.0,1.0,0.85,1,1,2,0.35388422,1
947,116,-1,1.0,-1.0,0.02,1,0,1,0.669156075,1
949,118,1,-1.0,1.0,0.034170945,1,0,2,0.48549366,1
951,120,1,1.0,1.0,0.02,1,0,1,0.546445131,1
952,121,1,-1.0,1.0,0.85,1,1,1,0.45178318,1
954,123,-1,1.0,-1.0,0.02,1,0,1,0.60657692,1
955,124,1,1.0,-1.0,0.291182282,1,1,2,0.730206013,1
957,126,1,-1.0,-1.0,0.02,1,0,2,0.684563875,1
959,128,1,1.0,1.0,0.497498683,1,0,1,0.661450148,1
960,129,1,1.0,1.0,0.02,1,0,1,0.582915306,1
961,130,1,1.0,-1.0,0.291182282,1,1,2,0.570651054,1
962,131,0,-1.0,-1.0,0.497498683,1,0,2,1.059215069,1
963,132,1,1.0,1.0,0.85,1,1,2,0.886214733,1
964,133,0,-1.0,-1.0,0.099749555,1,1,1,0.405517101,1
966,135,0,-1.0,-1.0,0.034170945,1,1,1,0.577642679,1
967,136,0,1.0,-1.0,0.02,1,0,1,0.448811054,1
969,138,-1,1.0,1.0,0.034170945,1,1,2,0.622312546,1
972,141,1,1.0,-1.0,0.02,1,1,2,0.556043148,1
973,142,1,-1.0,1.0,0.291182282,1,1,1,0.472623825,1
974,143,1,1.0,-1.0,0.034170945,1,1,2,0.440732956,1
975,144,0,1.0,-1.0,0.291182282,1,1,2,0.413302898,1
977,146,-1,-1.0,-1.0,0.291182282,1,0,2,0.607628107,1
979,148,1,-1.0,-1.0,0.170426826,1,1,1,0.396134615,1
980,149,1,-1.0,1.0,0.170426826,1,1,1,0.323439121,1
982,151,1,1.0,-1.0,0.497498683,1,1,2,1.020834446,1
983,152,1,-1.0,-1.0,0.85,1,1,1,0.43876791,1
986,155,1,-1.0,1.0,0.02,1,1,1,0.543390751,1
989,158,0,-1.0,-1.0,0.099749555,1,1,1,0.74528718,1
990,159,1,1.0,-1.0,0.058382673,1,1,2,0.445440531,1
991,160,1,-1.0,-1.0,0.170426826,1,1,1,0.333202839,1
994,163,1,1.0,1.0,0.058382673,1,1,2,0.389599085,1
996,165,0,1.0,-1.0,0.058382673,1,1,2,0.452933073,1
999,168,1,1.0,-1.0,0.034170945,1,0,1,0.34300375,1
1000,169,1,-1.0,-1.0,0.034170945,1,1,1,0.399130821,1
1001,170,1,-1.0,-1.0,0.85,1,1,1,0.335939169,1
1003,172,1,-1.0,1.0,0.291182282,1,1,1,0.31311655,1
1004,173,1,-1.0,-1.0,0.170426826,1,0,2,0.396102905,1
1005,174,1,-1.0,1.0,0.058382673,1,1,1,1.052408934,1
1007,176,0,1.0,-1.0,0.85,1,0,1,1.221459866,1
1008,177,1,1.0,-1.0,0.497498683,1,1,2,0.405036926,1
1009,178,1,-1.0,-1.0,0.291182282,1,1,1,0.446113825,1
1010,179,1,1.0,-1.0,0.034170945,1,0,1,0.838732004,1
1013,182,0,-1.0,1.0,0.034170945,1,0,2,0.775559664,1
1015,184,1,-1.0,-1.0,0.099749555,1,1,1,0.322410107,1
1023,192,-1,-1.0,1.0,0.85,1,1,1,0.544230938,1
1024,193,1,1.0,1.0,0.291182282,1,1,2,0.330301285,1
1025,194,-1,-1.0,-1.0,0.85,1,1,1,0.294278145,1
1027,196,1,-1.0,-1.0,0.497498683,1,1,1,0.296492338,1
1029,198,1,-1.0,-1.0,0.291182282,1,1,1,0.247759819,1
1030,199,1,-1.0,-1.0,0.02,1,1,1,0.852724314,1
1032,201,-1,1.0,1.0,0.85,1,0,1,0.655094624,1
1035,204,1,1.0,-1.0,0.497498683,1,0,1,0.462264538,1
1039,208,1,-1.0,1.0,0.02,1,1,1,0.730683327,1
1044,213,1,-1.0,-1.0,0.099749555,1,1,1,0.444946289,1
1045,214,-1,-1.0,1.0,0.099749555,1,0,2,0.827744722,1
1046,215,1,-1.0,1.0,0.85,1,1,1,0.402950048,1
1048,217,1,1.0,1.0,0.034170945,1,0,1,0.464936972,1
1050,219,1,-1.0,1.0,0.497498683,1,1,1,0.313839436,1
1052,221,0,1.0,-1.0,0.85,1,1,2,0.518769264,1
1055,224,-1,-1.0,-1.0,0.02,1,1,1,0.542619944,1
1056,225,1,-1.0,1.0,0.02,1,0,2,0.46565485,1
1057,226,1,1.0,-1.0,0.034170945,1,0,1,0.501033068,1
1059,228,1,-1.0,1.0,0.170426826,1,0,2,0.664016008,1
1060,229,1,1.0,1.0,0.85,1,1,2,1.651057243,1
1061,230,-1,-1.0,-1.0,0.170426826,1,0,2,1.790164232,1
1062,231,1,1.0,-1.0,0.85,1,0,1,0.451624632,1
1063,232,1,1.0,1.0,0.85,1,1,2,0.754046917,1
1065,234,-1,1.0,-1.0,0.170426826,1,0,1,0.571700811,1
1066,235,1,-1.0,-1.0,0.170426826,1,1,1,0.477752686,1
1068,237,0,1.0,1.0,0.85,1,0,1,0.383661985,1
1075,244,1,1.0,-1.0,0.058382673,1,1,2,0.453365326,1
1077,246,1,1.0,-1.0,0.099749555,1,0,1,0.557652712,1
1078,247,1,1.0,-1.0,0.02,1,1,2,0.484352112,1
1080,249,1,1.0,1.0,0.497498683,1,0,1,0.63374877,1
1082,251,1,-1.0,-1.0,0.058382673,1,1,1,0.433385372,1
1083,252,1,1.0,1.0,0.170426826,1,0,1,0.537369967,1
1086,255,1,-1.0,-1.0,0.034170945,1,1,1,0.413969755,1
1087,256,1,-1.0,1.0,0.291182282,1,0,2,1.396429777,1
1089,258,1,1.0,-1.0,0.170426826,1,0,1,0.720843077,1
1092,261,0,1.0,1.0,0.291182282,1,1,2,0.683882713,1
1093,262,0,-1.0,1.0,0.85,1,1,1,0.595450163,1
1094,263,1,1.0,1.0,0.058382673,1,1,2,0.651973486,1
1096,265,1,-1.0,-1.0,0.497498683,1,1,1,0.345965147,1
1098,267,0,1.0,-1.0,0.170426826,1,1,2,0.471197605,1
1099,268,-1,1.0,-1.0,0.099749555,1,1,2,1.240597248,1
1100,269,-1,1.0,-1.0,0.497498683,1,1,2,0.376211405,1
1103,272,1,-1.0,1.0,0.85,1,1,1,0.486520529,1
1104,273,1,-1.0,1.0,0.034170945,1,0,2,0.540338039,1
1107,276,1,-1.0,1.0,0.85,1,1,1,0.478164911,1
1108,277,1,1.0,1.0,0.099749555,1,1,2,0.524592638,1
1110,279,0,1.0,-1.0,0.099749555,1,1,2,0.489168882,1
1113,282,1,-1.0,1.0,0.85,1,1,1,0.433867216,1
1114,283,0,1.0,-1.0,0.497498683,1,1,2,0.8348248,1
1116,285,1,1.0,-1.0,0.058382673,1,0,1,0.667236805,1
1117,286,0,-1.0,1.0,0.099749555,1,1,1,0.467425823,1
1118,287,1,-1.0,-1.0,0.058382673,1,0,2,0.894687653,1
1121,290,1,1.0,1.0,0.02,1,0,1,0.554672241,1
1122,291,1,-1.0,-1.0,0.058382673,1,1,1,0.69958806,1
1124,293,1,1.0,1.0,0.85,1,1,2,0.528931618,1
1125,294,0,1.0,1.0,0.034170945,1,1,2,1.238125324,1
1126,295,1,1.0,1.0,0.170426826,1,1,2,0.471123219,1
1128,297,1,1.0,-1.0,0.291182282,1,0,1,0.62928772,1
1130,299,1,1.0,1.0,0.034170945,1,0,1,0.998860598,1
1136,305,1,-1.0,1.0,0.497498683,1,1,1,0.492420197,1
1138,307,1,-1.0,1.0,0.291182282,1,1,1,0.406341314,1
1144,313,1,-1.0,1.0,0.85,1,1,1,0.333910227,1
1145,314,0,-1.0,1.0,0.497498683,1,1,1,0.417678118,1
1147,316,1,1.0,-1.0,0.291182282,1,1,2,1.215298414,1
1148,317,-1,-1.0,-1.0,0.291182282,1,1,1,0.409244061,1
1152,321,0,1.0,1.0,0.497498683,1,0,1,0.408341408,1
1155,324,1,-1.0,-1.0,0.85,1,1,1,0.600522995,1
1156,325,1,1.0,-1.0,0.497498683,1,1,2,0.411170244,1
1157,326,1,-1.0,-1.0,0.02,1,0,2,0.492862225,1
1158,327,-1,1.0,1.0,0.170426826,1,1,2,0.531165838,1
1160,329,1,1.0,1.0,0.170426826,1,0,1,0.374973059,1
1163,332,1,1.0,-1.0,0.497498683,1,1,2,0.586909056,1
1165,334,0,-1.0,1.0,0.85,1,1,1,0.377187014,1
1166,335,1,-1.0,1.0,0.034170945,1,1,1,0.515991211,1
1170,339,1,-1.0,-1.0,0.497498683,1,1,1,0.341122866,1
1172,341,1,-1.0,-1.0,0.497498683,1,1,1,0.309064627,1
1173,342,1,-1.0,-1.0,0.85,1,0,2,0.560847521,1
1175,344,-1,-1.0,1.0,0.170426826,1,0,2,0.797598839,1
1179,348,0,-1.0,1.0,0.291182282,1,1,1,0.405646801,1
1180,349,1,-1.0,-1.0,0.099749555,1,1,1,1.08464098,1
1181,350,1,-1.0,-1.0,0.170426826,1,1,1,0.316106081,1
1182,351,-1,1.0,-1.0,0.291182282,1,1,2,0.458815098,1
1186,355,0,-1.0,-1.0,0.497498683,1,1,1,0.41253376,1
1191,360,1,1.0,-1.0,0.099749555,1,1,2,0.59436512,1
1193,362,0,-1.0,1.0,0.02,1,0,2,0.420004606,1
1195,364,1,-1.0,1.0,0.291182282,1,1,1,0.364931583,1
1197,366,0,-1.0,1.0,0.099749555,1,0,2,0.928474665,1
1200,369,-1,1.0,1.0,0.291182282,1,1,2,0.714491129,1
1202,371,1,-1.0,-1.0,0.170426826,1,1,1,0.339108229,1
1203,372,1,1.0,-1.0,0.85,1,1,2,0.405241251,1
1205,374,1,-1.0,1.0,0.02,1,0,2,0.491408348,1
1211,380,0,1.0,1.0,0.058382673,1,0,1,0.862490892,1
1213,382,1,-1.0,-1.0,0.497498683,1,1,1,0.288205862,1
1215,384,-1,-1.0,-1.0,0.170426826,1,1,1,0.464531898,1
1216,385,1,-1.0,-1.0,0.034170945,1,1,1,0.909979105,1
1219,388,1,1.0,-1.0,0.02,1,1,2,0.444687843,1
1221,390,-1,1.0,1.0,0.497498683,1,1,2,0.776307583,1
1223,392,1,1.0,1.0,0.099749555,1,1,2,0.403422356,1
1227,396,1,-1.0,1.0,0.034170945,1,1,1,0.932112217,1
1229,398,1,1.0,1.0,0.058382673,1,1,2,0.548439741,1
1230,399,1,1.0,1.0,0.099749555,1,1,2,0.809253454,1
1231,400,-1,1.0,1.0,0.291182282,1,0,1,0.508729696,1
1232,377,1,1.0,-1.0,0.170426826,1,1,2,0.581207991,1
1237,405,0,1.0,-1.0,0.02,1,1,2,0.456541777,1
1238,406,0,-1.0,1.0,0.170426826,1,1,1,0.49367547,1
1239,407,1,-1.0,-1.0,0.058382673,1,1,1,0.651854992,1
1241,409,1,1.0,1.0,0.85,1,1,2,0.959066153,1
1243,411,0,-1.0,1.0,0.85,1,1,1,0.470175028,1
1245,413,0,-1.0,1.0,0.85,1,1,1,0.722841978,1
1250,418,1,1.0,-1.0,0.85,1,1,2,0.936645269,1
1251,419,1,1.0,-1.0,0.02,1,0,1,0.642515182,1
1252,420,0,1.0,1.0,0.170426826,1,1,2,0.417970657,1
1253,421,0,1.0,-1.0,0.02,1,0,1,0.568356752,1
1254,422,-1,1.0,-1.0,0.291182282,1,1,2,0.642136097,1
1256,424,1,1.0,-1.0,0.497498683,1,1,2,0.515822649,1
1259,427,1,1.0,-1.0,0.02,1,1,2,0.607425928,1
1260,428,1,1.0,1.0,0.85,1,1,2,0.523575068,1
1261,429,1,-1.0,1.0,0.170426826,1,1,1,0.486018896,1
1262,430,1,1.0,1.0,0.034170945,1,1,2,0.347884893,1
1263,431,1,-1.0,-1.0,0.099749555,1,1,1,0.809403181,1
1265,433,1,-1.0,1.0,0.170426826,1,1,1,0.364785671,1
1266,434,1,-1.0,-1.0,0.291182282,1,1,1,0.31134057,1
1267,435,1,1.0,-1.0,0.034170945,1,1,2,0.519283056,1
1268,436,1,-1.0,1.0,0.099749555,1,1,1,0.340461016,1
1270,438,0,-1.0,-1.0,0.099749555,1,1,1,0.384602308,1
1271,439,0,1.0,-1.0,0.85,1,1,2,0.874905348,1
1272,440,1,-1.0,1.0,0.099749555,1,1,1,0.425043106,1
1274,442,1,-1.0,-1.0,0.099749555,1,1,1,0.284959793,1
1275,443,1,-1.0,-1.0,0.497498683,1,1,1,0.423587799,1
1280,448,-1,1.0,-1.0,0.034170945,1,1,2,1.061702013,1
1281,449,1,-1.0,-1.0,0.058382673,1,1,1,0.39520812,1
1285,453,1,1.0,1.0,0.034170945,1,0,1,0.592962742,1
1288,456,1,1.0,-1.0,0.85,1,1,2,0.863682508,1
1291,459,0,-1.0,1.0,0.497498683,1,1,1,0.596558094,1
1292,460,1,1.0,1.0,0.170426826,1,0,1,0.560638905,1
1294,462,1,1.0,1.0,0.02,1,1,2,0.412222385,1
1295,463,-1,-1.0,-1.0,0.291182282,1,1,1,0.398949146,1
1296,464,1,-1.0,1.0,0.170426826,1,1,1,0.278993845,1
1298,466,1,-1.0,1.0,0.85,1,1,1,0.529510736,1
1299,467,1,1.0,1.0,0.170426826,1,1,2,0.564134121,1
1300,468,1,1.0,1.0,0.170426826,1,1,2,0.407108784,1
1301,469,-1,1.0,-1.0,0.02,1,0,1,0.575480461,1
1303,471,1,1.0,1.0,0.099749555,1,1,2,0.50067997,1
1305,473,1,-1.0,1.0,0.291182282,1,1,1,0.381809711,1
1306,474,1,-1.0,-1.0,0.058382673,1,1,1,0.371567965,1
1307,475,-1,1.0,-1.0,0.170426826,1,1,2,0.540327072,1
1309,477,1,1.0,-1.0,0.291182282,1,0,1,0.542808533,1
1310,478,1,-1.0,-1.0,0.85,1,1,1,0.670904875,1
1311,479,1,1.0,1.0,0.058382673,1,1,2,0.541902304,1
1312,480,1,-1.0,-1.0,0.058382673,1,1,1,0.504804134,1
1314,482,0,-1.0,-1.0,0.02,1,0,2,0.559562206,1
1316,484,1,-1.0,-1.0,0.099749555,1,1,1,0.321489811,1
1318,486,-1,-1.0,1.0,0.497498683,1,1,1,0.646006346,1
1319,487,1,1.0,1.0,0.02,1,1,2,0.500294924,1
1321,489,1,-1.0,1.0,0.034170945,1,1,1,0.498752594,1
1323,491,-1,1.0,1.0,0.02,1,0,1,0.634767771,1
1324,492,-1,-1.0,-1.0,0.02,1,0,2,0.569209099,1
1325,493,-1,-1.0,1.0,0.034170945,1,0,2,0.93705821,1
1327,495,1,-1.0,-1.0,0.034170945,1,1,1,0.572215796,1
1328,496,0,-1.0,-1.0,0.291182282,1,0,2,0.558309317,1
1329,497,1,1.0,1.0,0.034170945,1,0,1,0.367774725,1
1330,498,0,1.0,-1.0,0.85,1,1,2,0.936568975,1
1333,488,1,-1.0,-1.0,0.170426826,1,1,1,0.326398849,1
1334,494,1,1.0,-1.0,0.85,1,1,2,0.634303093,1
1337,503,1,1.0,-1.0,0.02,1,1,2,0.510020018,1
1342,508,-1,1.0,1.0,0.02,1,1,2,0.490281343,1
1345,511,-1,-1.0,-1.0,0.058382673,1,0,2,0.787388802,1
1346,512,1,1.0,-1.0,0.291182282,1,1,2,0.57168889,1
1349,515,1,-1.0,1.0,0.058382673,1,0,2,0.709217787,1
1351,517,1,-1.0,1.0,0.099749555,1,1,1,0.721750021,1
1352,518,-1,1.0,-1.0,0.02,1,1,2,0.638678074,1
1353,519,-1,1.0,1.0,0.034170945,1,1,2,0.556906939,1
1357,523,-1,1.0,1.0,0.099749555,1,1,2,0.65012598,1
1358,524,1,1.0,-1.0,0.02,1,1,2,0.632338047,1
1361,527,-1,-1.0,-1.0,0.02,1,1,1,0.561070919,1
1363,529,0,1.0,-1.0,0.85,1,1,2,0.510843515,1
1365,531,-1,-1.0,-1.0,0.058382673,1,1,1,0.703513861,1
1368,534,0,1.0,1.0,0.85,1,0,1,0.674193859,1
1369,535,1,1.0,1.0,0.291182282,1,0,1,0.478060246,1
1370,536,1,1.0,1.0,0.099749555,1,1,2,0.523053408,1
1371,537,1,1.0,-1.0,0.170426826,1,1,2,1.056394339,1
1372,538,1,-1.0,1.0,0.099749555,1,1,1,0.488418341,1
1373,539,0,1.0,1.0,0.291182282,1,1,2,0.565263033,1
1374,540,1,-1.0,1.0,0.170426826,1,0,2,0.623938322,1
1375,541,-1,-1.0,-1.0,0.034170945,1,0,2,0.504441977,1
1376,542,1,-1.0,-1.0,0.099749555,1,1,1,0.360212564,1
1380,546,1,-1.0,-1.0,0.099749555,1,0,2,0.382586002,1
1381,547,0,1.0,-1.0,0.034170945,1,1,2,0.501043558,1
1382,548,1,1.0,-1.0,0.497498683,1,1,2,0.476905584,1
1384,550,-1,-1.0,-1.0,0.170426826,1,1,1,0.5320611,1
1385,551,-1,-1.0,-1.0,0.85,1,0,2,0.82160306,1
1392,558,1,1.0,1.0,0.170426826,1,1,2,0.501646042,1
1394,560,0,-1.0,-1.0,0.099749555,1,1,1,0.367469549,1
1396,562,1,-1.0,-1.0,0.170426826,1,1,1,0.320214033,1
1397,563,0,-1.0,-1.0,0.02,1,0,2,0.436839342,1
1399,565,0,-1.0,1.0,0.291182282,1,1,1,0.514315128,1
1404,570,1,-1.0,1.0,0.85,1,1,1,0.532603979,1
1408,574,1,1.0,1.0,0.099749555,1,1,2,0.453993797,1
1413,579,1,-1.0,-1.0,0.497498683,1,1,1,0.330809355,1
1414,580,-1,1.0,-1.0,0.291182282,1,1,2,0.501602888,1
1418,584,-1,-1.0,1.0,0.02,1,1,1,0.826436043,1
1419,585,1,1.0,1.0,0.85,1,1,2,0.539996147,1
1420,586,0,1.0,1.0,0.85,1,1,2,0.510937452,1
1424,590,1,-1.0,-1.0,0.497498683,1,1,1,0.3673141,1
1427,593,0,1.0,-1.0,0.034170945,1,1,2,0.494618893,1
1428,594,0,-1.0,1.0,0.099749555,1,1,1,0.555454016,1
1430,596,1,-1.0,1.0,0.291182282,1,1,1,0.451427937,1
1431,597,-1,-1.0,1.0,0.034170945,1,0,2,0.552870274,1
1432,598,-1,1.0,-1.0,0.058382673,1,0,1,0.624632359,1
1433,599,-1,1.0,-1.0,0.058382673,1,0,1,0.746941328,1
1434,600,-1,-1.0,1.0,0.058382673,1,0,2,1.098582268,1
1436,602,1,1.0,1.0,0.058382673,1,1,2,0.456450939,1
1438,604,-1,1.0,1.0,0.170426826,1,1,2,0.662816048,1
1445,611,0,-1.0,-1.0,0.291182282,1,1,1,0.363781452,1
1452,618,1,1.0,-1.0,0.034170945,1,1,2,0.698065758,1
1453,619,1,-1.0,1.0,0.85,1,1,1,0.479043961,1
1454,620,1,-1.0,1.0,0.02,1,0,2,0.4523561,1
1455,621,0,-1.0,-1.0,0.170426826,1,1,1,0.451675892,1
1460,626,0,1.0,1.0,0.058382673,1,1,2,0.452642202,1
1461,627,-1,-1.0,-1.0,0.034170945,1,1,1,0.595335245,1
1463,629,-1,-1.0,1.0,0.85,1,1,1,0.48461318,1
1465,631,1,-1.0,1.0,0.85,1,1,1,0.379346848,1
1466,632,1,-1.0,1.0,0.291182282,1,1,1,0.540803194,1
1468,634,1,-1.0,-1.0,0.034170945,1,1,1,0.439814091,1
1469,635,-1,-1.0,1.0,0.291182282,1,1,1,0.471119642,1
1473,639,1,-1.0,1.0,0.099749555,1,1,1,0.662752867,1
1474,640,0,-1.0,-1.0,0.291182282,1,0,2,0.710971355,1
1476,642,1,1.0,1.0,0.058382673,1,1,2,0.417171717,1
1479,645,1,-1.0,-1.0,0.170426826,1,1,1,0.339771032,1
1480,646,-1,1.0,1.0,0.099749555,1,1,2,0.528025866,1
1481,647,1,-1.0,-1.0,0.058382673,1,0,2,0.465597868,1
1482,648,1,1.0,-1.0,0.497498683,1,0,1,0.51831913,1
1483,649,1,-1.0,1.0,0.02,1,0,2,0.465232611,1
1484,650,0,-1.0,-1.0,0.034170945,1,1,1,0.453434944,1
1488,654,-1,1.0,1.0,0.099749555,1,1,2,0.540852308,1
1494,660,0,1.0,-1.0,0.099749555,1,1,2,0.430067778,1
1500,666,1,1.0,-1.0,0.02,1,0,1,0.498072863,1
1501,667,1,-1.0,1.0,0.058382673,1,0,2,0.427915335,1
1502,668,-1,1.0,1.0,0.170426826,1,1,2,0.553416252,1
1504,670,1,-1.0,-1.0,0.02,1,0,2,0.462665558,1
1505,671,1,1.0,-1.0,0.170426826,1,1,2,0.524502993,1
1506,672,1,-1.0,1.0,0.099749555,1,0,2,0.575366259,1
1507,673,-1,1.0,1.0,0.497498683,1,1,2,0.744517326,1
1510,676,0,-1.0,1.0,0.170426826,1,1,1,0.534433842,1
1515,681,0,1.0,-1.0,0.02,1,1,2,0.446311712,1
1516,682,1,1.0,1.0,0.497498683,1,1,2,0.40014267,1
1517,683,1,-1.0,1.0,0.02,1,1,1,0.462029696,1
1518,684,1,1.0,-1.0,0.497498683,1,1,2,0.438704967,1
1525,691,1,1.0,1.0,0.170426826,1,1,2,0.352519274,1
1530,696,-1,1.0,-1.0,0.099749555,1,1,2,0.620846987,1
1532,698,0,-1.0,1.0,0.497498683,1,1,1,0.463397264,1
1534,700,1,-1.0,-1.0,0.034170945,1,1,1,0.497334719,1
1535,605,-1,-1.0,1.0,0.170426826,1,1,1,0.423610926,1
1541,705,-1,1.0,-1.0,0.058382673,1,0,1,0.619252205,1
1543,707,1,-1.0,1.0,0.291182282,1,1,1,0.336215973,1
1544,708,1,-1.0,-1.0,0.85,1,1,1,0.44334507,1
1546,710,1,1.0,-1.0,0.170426826,1,1,2,0.471056938,1
1549,713,0,-1.0,-1.0,0.02,1,1,1,0.262527943,1
1550,714,1,1.0,1.0,0.497498683,1,1,2,1.046699047,1
1551,715,0,-1.0,1.0,0.099749555,1,1,1,0.534147978,1
1552,716,0,1.0,-1.0,0.497498683,1,1,2,0.412822962,1
1553,717,1,1.0,1.0,0.85,1,1,2,0.379968405,1
1558,722,-1,1.0,1.0,0.170426826,1,1,2,0.545272112,1
1561,725,1,1.0,-1.0,0.497498683,1,1,2,0.413306475,1
1562,726,1,-1.0,1.0,0.497498683,1,1,1,0.420203209,1
1566,730,-1,-1.0,1.0,0.497498683,1,1,1,0.561777115,1
1568,732,1,1.0,1.0,0.170426826,1,0,1,0.615283489,1
1569,733,1,-1.0,-1.0,0.058382673,1,1,1,0.937232733,1
1570,734,1,1.0,-1.0,0.497498683,1,1,2,0.485831022,1
1571,735,0,1.0,1.0,0.02,1,1,2,0.595735788,1
1574,738,1,1.0,-1.0,0.058382673,1,1,2,0.405478239,1
1575,739,-1,-1.0,1.0,0.058382673,1,1,1,0.487679243,1
1577,741,1,1.0,-1.0,0.170426826,1,1,2,0.304128647,1
1579,743,1,-1.0,-1.0,0.058382673,1,1,1,0.420235157,1
1582,746,1,-1.0,-1.0,0.497498683,1,0,2,0.891986132,1
1592,756,1,-1.0,-1.0,0.85,1,1,1,0.488245726,1
1593,757,-1,1.0,1.0,0.497498683,1,0,1,0.615818739,1
1594,758,1,1.0,-1.0,0.099749555,1,1,2,0.417132854,1
1595,759,1,-1.0,1.0,0.02,1,0,2,0.431537151,1
1596,760,1,-1.0,1.0,0.170426826,1,1,1,0.316484451,1
1599,763,-1,1.0,-1.0,0.291182282,1,1,2,0.546152115,1
1601,765,0,-1.0,1.0,0.85,1,1,1,0.367063999,1
1603,767,1,1.0,-1.0,0.170426826,1,1,2,0.434065819,1
1609,773,1,-1.0,-1.0,0.034170945,1,1,1,0.478207111,1
1614,778,-1,1.0,1.0,0.291182282,1,1,2,0.522685766,1
1615,779,0,-1.0,1.0,0.85,1,1,1,0.605221033,1
1618,782,0,-1.0,-1.0,0.497498683,1,1,1,0.454402208,1
1620,784,1,-1.0,-1.0,0.497498683,1,1,1,0.431177139,1
1624,788,1,-1.0,1.0,0.02,1,0,2,0.465680122,1
1627,791,-1,1.0,1.0,0.497498683,1,0,1,0.792775154,1
1628,792,1,-1.0,1.0,0.170426826,1,1,1,0.777043819,1
1630,794,1,1.0,1.0,0.497498683,1,1,2,0.453426838,1
1631,795,1,-1.0,1.0,0.291182282,1,1,1,0.586657286,1
1632,796,-1,1.0,1.0,0.85,1,1,2,0.539333105,1
1634,798,1,-1.0,-1.0,0.02,1,0,2,0.794124603,1
1635,799,1,1.0,1.0,0.291182282,1,1,2,0.472725153,1
1637,776,1,1.0,-1.0,0.85,1,1,2,0.588744402,1
1639,783,-1,1.0,-1.0,0.058382673,1,0,1,0.56924367,1
1641,802,-1,-1.0,1.0,0.85,1,1,1,0.459995985,1
1642,803,1,1.0,-1.0,0.85,1,0,1,0.652303934,1
1643,804,-1,-1.0,1.0,0.170426826,1,1,1,0.616860867,1
