,trialsIdx,conditions,rOri,lOri,xvals,respLoc,accuracy,targetLoc,RT,factor2
3177,1134,0,1.0,1.0,0.058382673,2,1,2,0.492726803,0
3181,1138,1,-1.0,-1.0,0.170426826,2,1,1,0.314182758,0
3185,1142,1,-1.0,1.0,0.291182282,2,1,2,0.56776762,0
3186,1143,0,-1.0,1.0,0.058382673,2,0,1,0.478998661,0
3187,1144,0,-1.0,1.0,0.099749555,2,0,1,0.389533043,0
3190,1147,-1,1.0,-1.0,0.058382673,2,1,1,0.377056837,0
3192,1149,-1,1.0,-1.0,0.02,2,1,1,0.201225519,0
3193,1150,0,-1.0,-1.0,0.85,2,1,1,1.072390079,0
3194,1151,-1,-1.0,1.0,0.058382673,2,0,1,0.453104734,0
3196,1153,0,1.0,-1.0,0.291182282,2,1,1,0.353604078,0
3197,1154,1,1.0,-1.0,0.170426826,2,0,2,0.510363579,0
3198,1155,1,-1.0,1.0,0.497498683,2,1,2,0.467790842,0
3200,1157,-1,1.0,-1.0,0.099749555,2,1,1,0.36200285,0
3203,1160,1,-1.0,1.0,0.034170945,2,0,1,0.32298708,0
3206,1163,1,-1.0,-1.0,0.85,2,1,1,1.421942949,0
3207,1164,1,1.0,-1.0,0.058382673,2,1,1,0.395974636,0
3208,1165,1,-1.0,-1.0,0.497498683,2,1,1,0.347096682,0
3209,1166,1,-1.0,-1.0,0.170426826,2,1,1,0.383812666,0
3210,1167,1,-1.0,1.0,0.497498683,2,1,2,0.422580004,0
3211,1168,1,-1.0,1.0,0.291182282,2,1,2,0.338776112,0
3213,1170,1,1.0,1.0,0.034170945,2,0,1,0.221482277,0
3214,1171,1,1.0,1.0,0.497498683,2,1,2,0.275686502,0
3216,1173,1,-1.0,-1.0,0.058382673,2,1,1,0.961988449,0
3217,1174,1,1.0,-1.0,0.497498683,2,0,2,0.51637435,0
3220,1177,1,1.0,1.0,0.85,2,1,2,0.245272875,0
3221,1178,1,-1.0,-1.0,0.034170945,2,0,2,0.278165817,0
3222,1179,0,-1.0,-1.0,0.170426826,2,1,1,0.287520647,0
3223,1180,-1,-1.0,-1.0,0.497498683,2,1,1,0.349394798,0
3224,1181,-1,-1.0,1.0,0.058382673,2,1,2,0.343693972,0
3228,1185,1,-1.0,-1.0,0.170426826,2,1,1,0.32731986,0
3229,1186,1,1.0,-1.0,0.497498683,2,1,1,0.384959459,0
3230,1187,0,-1.0,1.0,0.497498683,2,1,2,0.341977835,0
3234,1191,-1,-1.0,-1.0,0.099749555,2,1,1,0.493507147,0
3235,1192,1,-1.0,1.0,0.034170945,2,1,2,0.427709579,0
3237,1194,1,-1.0,1.0,0.034170945,2,0,1,0.531989574,0
3238,1195,1,-1.0,1.0,0.058382673,2,1,2,0.399962902,0
3242,1199,-1,1.0,-1.0,0.099749555,2,1,1,0.497817993,0
3243,1200,1,1.0,1.0,0.034170945,2,1,2,0.248390913,0
